id,event,path,lineno,caller_path,caller_lineno,owner_with_name,hierarchy
116,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,227,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,262,ActiveRecord::ConnectionAdapters::ConnectionPool::BiasableQueue::BiasedConditionVariable#broadcast_on_biased,11
117,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,149,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,229,MonitorMixin::ConditionVariable#broadcast,12
118,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,267,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,150,MonitorMixin#mon_check_owner,13
119,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,271,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,150,MonitorMixin#mon_check_owner,13
120,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,152,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,229,MonitorMixin::ConditionVariable#broadcast,12
121,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,230,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,262,ActiveRecord::ConnectionAdapters::ConnectionPool::BiasableQueue::BiasedConditionVariable#broadcast_on_biased,11
122,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,199,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,11
123,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,267,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,12
124,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,271,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,12
125,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,206,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,11
126,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,234,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,155,MonitorMixin#mon_synchronize,10
127,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,156,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,260,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#synchronize,9
128,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,260,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,691,ActiveRecord::ConnectionAdapters::ConnectionPool::BiasableQueue#with_a_bias_for,8
129,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,722,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,677,ActiveRecord::ConnectionAdapters::ConnectionPool#attempt_to_checkout_all_existing_connections,7
130,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,227,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,434,MonitorMixin#mon_synchronize,7
131,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,187,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,8
132,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,194,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,8
133,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,124,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,443,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#clear,8
134,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,154,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,125,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#synchronize,9
135,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,227,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,155,MonitorMixin#mon_synchronize,10
136,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,187,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,11
137,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,194,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,11
138,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,199,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,11
139,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,267,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,12
140,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,271,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,12
141,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,206,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,11
142,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,234,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,155,MonitorMixin#mon_synchronize,10
143,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,156,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,125,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#synchronize,9
144,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,128,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,443,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#clear,8
145,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,199,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,8
146,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,267,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,9
147,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,271,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,9
148,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,206,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,8
149,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,234,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,434,MonitorMixin#mon_synchronize,7
150,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,227,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,757,MonitorMixin#mon_synchronize,7
151,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,187,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,8
152,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,194,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,8
153,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,124,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,761,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#clear,8
154,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,154,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,125,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#synchronize,9
155,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,227,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,155,MonitorMixin#mon_synchronize,10
156,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,187,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,11
157,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,194,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,11
158,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,199,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,11
159,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,267,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,12
160,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,271,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,12
161,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,206,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,11
162,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,234,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,155,MonitorMixin#mon_synchronize,10
163,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,156,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,125,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#synchronize,9
164,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,128,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,761,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#clear,8
165,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,627,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,763,ActiveRecord::ConnectionAdapters::ConnectionPool#num_waiting_in_queue,8
166,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,102,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,628,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#num_waiting,9
167,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,154,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,103,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#synchronize,10
168,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,227,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,155,MonitorMixin#mon_synchronize,11
169,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,187,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,12
170,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,194,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,12
171,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,199,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,12
172,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,267,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,13
173,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,271,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,13
174,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,206,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,12
175,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,234,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,155,MonitorMixin#mon_synchronize,11
176,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,156,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,103,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#synchronize,10
177,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,106,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,628,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#num_waiting,9
178,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,629,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,763,ActiveRecord::ConnectionAdapters::ConnectionPool#num_waiting_in_queue,8
179,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,199,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,8
180,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,267,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,9
181,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,271,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,9
182,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,206,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,8
183,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,234,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,757,MonitorMixin#mon_synchronize,7
184,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,775,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,676,ActiveRecord::ConnectionAdapters::ConnectionPool#with_new_connections_blocked,6
185,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,680,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,433,ActiveRecord::ConnectionAdapters::ConnectionPool#with_exclusively_acquired_all_connections,5
186,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,446,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,455,ActiveRecord::ConnectionAdapters::ConnectionPool#disconnect,4
187,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,456,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1031,ActiveRecord::ConnectionAdapters::ConnectionPool#disconnect!,3
188,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1034,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,958,ActiveRecord::ConnectionAdapters::ConnectionHandler#remove_connection,2
189,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications.rb,189,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,960,ActiveSupport::Notifications.instrumenter,2
190,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/per_thread_registry.rb,46,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications.rb,190,ActiveSupport::PerThreadRegistry.instance,3
191,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/per_thread_registry.rb,48,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications.rb,190,ActiveSupport::PerThreadRegistry.instance,3
192,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications.rb,209,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications.rb,190,ActiveSupport::Notifications::InstrumentationRegistry#instrumenter_for,3
193,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications.rb,211,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications.rb,190,ActiveSupport::Notifications::InstrumentationRegistry#instrumenter_for,3
194,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications.rb,191,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,960,ActiveSupport::Notifications.instrumenter,2
195,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/instrumenter.rb,19,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,969,ActiveSupport::Notifications::Instrumenter#instrument,2
196,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/instrumenter.rb,34,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/instrumenter.rb,21,ActiveSupport::Notifications::Instrumenter#start,3
197,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/fanout.rb,43,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/instrumenter.rb,35,ActiveSupport::Notifications::Fanout#start,4
198,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/fanout.rb,55,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/fanout.rb,44,ActiveSupport::Notifications::Fanout#listeners_for,5
199,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,132,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/fanout.rb,57,Concurrent::Map#[],6
200,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/non_concurrent_map_backend.rb,19,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,133,Concurrent::Map#[],7
201,return,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/non_concurrent_map_backend.rb,21,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,133,Concurrent::Map#[],7
202,return,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,144,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/fanout.rb,57,Concurrent::Map#[],6
203,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/fanout.rb,61,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/fanout.rb,44,ActiveSupport::Notifications::Fanout#listeners_for,5
204,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/fanout.rb,45,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/instrumenter.rb,35,ActiveSupport::Notifications::Fanout#start,4
205,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/instrumenter.rb,36,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/notifications/instrumenter.rb,21,ActiveSupport::Notifications::Instrumenter#start,3
206,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1058,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,970,ActiveRecord::ConnectionAdapters::ConnectionHandler#owner_to_pool,3
207,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,132,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1059,Concurrent::Map#[],4
208,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/non_concurrent_map_backend.rb,19,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,133,Concurrent::Map#[],5
209,return,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/non_concurrent_map_backend.rb,21,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,133,Concurrent::Map#[],5
210,return,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,144,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1059,Concurrent::Map#[],4
211,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1060,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,970,ActiveRecord::ConnectionAdapters::ConnectionHandler#owner_to_pool,3
212,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,321,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,970,ActiveRecord::ConnectionAdapters::ConnectionPool#initialize,3
213,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/query_cache.rb,29,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,322,ActiveRecord::ConnectionAdapters::ConnectionPool#initialize,4
214,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,250,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/query_cache.rb,30,ActiveRecord::ConnectionAdapters::ConnectionPool#initialize,5
215,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,257,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,252,MonitorMixin#mon_initialize,6
216,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,265,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,252,MonitorMixin#mon_initialize,6
217,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,253,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/query_cache.rb,30,ActiveRecord::ConnectionAdapters::ConnectionPool#initialize,5
218,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,118,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/query_cache.rb,31,Concurrent::Map#initialize,5
219,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/mri_map_backend.rb,12,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,125,Concurrent::Map#initialize,6
220,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/non_concurrent_map_backend.rb,15,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/mri_map_backend.rb,13,Concurrent::Map#initialize,7
221,return,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/non_concurrent_map_backend.rb,17,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/mri_map_backend.rb,13,Concurrent::Map#initialize,7
222,return,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/mri_map_backend.rb,15,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,125,Concurrent::Map#initialize,6
223,return,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,127,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/query_cache.rb,31,Concurrent::Map#initialize,5
224,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/query_cache.rb,32,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,322,ActiveRecord::ConnectionAdapters::ConnectionPool#initialize,4
225,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,118,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,345,Concurrent::Map#initialize,4
226,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,328,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,120,Concurrent::Map#validate_options_hash!,5
227,return,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,335,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,120,Concurrent::Map#validate_options_hash!,5
228,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/mri_map_backend.rb,12,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,125,Concurrent::Map#initialize,5
229,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/non_concurrent_map_backend.rb,15,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/mri_map_backend.rb,13,Concurrent::Map#initialize,6
