id,event,path,lineno,caller_path,caller_lineno,owner_with_name,hierarchy
35,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/core_ext/hash/keys.rb,58,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/connection_specification.rb,182,Hash#symbolize_keys,3
36,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,289,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/connection_specification.rb,191,ActiveSupport::Dependencies::Loadable#require,3
37,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,251,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,291,ActiveSupport::Dependencies::Loadable#load_dependency,4
38,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,328,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,252,ActiveSupport::Dependencies.load?,5
39,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/core_ext/module/attribute_accessors.rb,60,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,329,ActiveSupport::Dependencies.mechanism,6
40,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/core_ext/module/attribute_accessors.rb,62,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,329,ActiveSupport::Dependencies.mechanism,6
41,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,330,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,252,ActiveSupport::Dependencies.load?,5
42,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/core_ext/module/attribute_accessors.rb,60,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,252,ActiveSupport::Dependencies.constant_watch_stack,5
43,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/core_ext/module/attribute_accessors.rb,62,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,252,ActiveSupport::Dependencies.constant_watch_stack,5
44,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,111,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,252,ActiveSupport::Dependencies::WatchStack#watching?,5
45,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,113,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,252,ActiveSupport::Dependencies::WatchStack#watching?,5
46,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,262,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,291,ActiveSupport::Dependencies::Loadable#load_dependency,4
47,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/dependencies.rb,293,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/connection_specification.rb,191,ActiveSupport::Dependencies::Loadable#require,3
48,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/connection_specification.rb,10,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/connection_specification.rb,213,ActiveRecord::ConnectionAdapters::ConnectionSpecification#initialize,3
49,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/connection_specification.rb,12,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/connection_specification.rb,213,ActiveRecord::ConnectionAdapters::ConnectionSpecification#initialize,3
50,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/connection_specification.rb,214,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,956,ActiveRecord::ConnectionAdapters::ConnectionSpecification::Resolver#spec,2
51,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1028,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,958,ActiveRecord::ConnectionAdapters::ConnectionHandler#remove_connection,2
52,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1058,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1029,ActiveRecord::ConnectionAdapters::ConnectionHandler#owner_to_pool,3
53,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,132,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1059,Concurrent::Map#[],4
54,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/non_concurrent_map_backend.rb,19,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,133,Concurrent::Map#[],5
55,return,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/non_concurrent_map_backend.rb,21,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,133,Concurrent::Map#[],5
56,return,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/map.rb,144,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1059,Concurrent::Map#[],4
57,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1060,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1029,ActiveRecord::ConnectionAdapters::ConnectionHandler#owner_to_pool,3
58,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/mri_map_backend.rb,53,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1029,Concurrent::Collection::MriMapBackend#delete,3
59,call,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/non_concurrent_map_backend.rb,79,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/mri_map_backend.rb,54,Concurrent::Collection::MriMapBackend#delete,4
60,return,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/non_concurrent_map_backend.rb,81,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/mri_map_backend.rb,54,Concurrent::Collection::MriMapBackend#delete,4
61,return,vendor/bundle/gems/concurrent-ruby-1.1.5/lib/concurrent/collection/map/mri_map_backend.rb,55,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1029,Concurrent::Collection::MriMapBackend#delete,3
62,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,454,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,1031,ActiveRecord::ConnectionAdapters::ConnectionPool#disconnect!,3
63,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,432,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,455,ActiveRecord::ConnectionAdapters::ConnectionPool#disconnect,4
64,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,675,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,433,ActiveRecord::ConnectionAdapters::ConnectionPool#with_exclusively_acquired_all_connections,5
65,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,748,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,676,ActiveRecord::ConnectionAdapters::ConnectionPool#with_new_connections_blocked,6
66,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,227,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,749,MonitorMixin#mon_synchronize,7
67,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,187,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,8
68,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,194,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,8
69,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,199,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,8
70,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,267,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,9
71,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,271,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,9
72,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,206,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,8
73,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,234,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,749,MonitorMixin#mon_synchronize,7
74,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,682,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,677,ActiveRecord::ConnectionAdapters::ConnectionPool#attempt_to_checkout_all_existing_connections,7
75,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,227,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,683,MonitorMixin#mon_synchronize,8
76,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,187,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,9
77,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,194,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,9
78,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,199,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,9
79,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,267,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,10
80,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,271,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,10
81,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,206,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,9
82,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,234,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,683,MonitorMixin#mon_synchronize,8
83,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/core_ext/time/calculations.rb,261,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,689,Time#plus_with_duration,8
84,call,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/duration.rb,144,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/core_ext/time/calculations.rb,262,ActiveSupport::Duration.===,9
85,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/duration.rb,148,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/core_ext/time/calculations.rb,262,ActiveSupport::Duration.===,9
86,return,vendor/bundle/gems/activesupport-5.2.3/lib/active_support/core_ext/time/calculations.rb,267,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,689,Time#plus_with_duration,8
87,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,251,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,691,ActiveRecord::ConnectionAdapters::ConnectionPool::BiasableQueue#with_a_bias_for,8
88,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,154,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,254,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#synchronize,9
89,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,227,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,155,MonitorMixin#mon_synchronize,10
90,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,187,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,11
91,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,194,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,11
92,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,215,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,256,ActiveRecord::ConnectionAdapters::ConnectionPool::BiasableQueue::BiasedConditionVariable#initialize,11
93,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,241,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,216,MonitorMixin#new_cond,12
94,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,156,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,242,MonitorMixin::ConditionVariable#initialize,13
95,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,159,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,242,MonitorMixin::ConditionVariable#initialize,13
96,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,243,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,216,MonitorMixin#new_cond,12
97,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,220,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,256,ActiveRecord::ConnectionAdapters::ConnectionPool::BiasableQueue::BiasedConditionVariable#initialize,11
98,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,199,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,11
99,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,267,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,12
100,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,271,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,12
101,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,206,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,11
102,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,234,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,155,MonitorMixin#mon_synchronize,10
103,return,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,156,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,254,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#synchronize,9
104,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,227,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,693,MonitorMixin#mon_synchronize,9
105,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,187,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,10
106,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,194,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,10
107,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,199,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,10
108,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,267,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,11
109,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,271,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,200,MonitorMixin#mon_check_owner,11
110,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,206,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,MonitorMixin#mon_exit,10
111,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,232,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,693,MonitorMixin#mon_synchronize,9
112,call,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,154,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,260,ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#synchronize,9
113,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,227,vendor/bundle/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/connection_pool.rb,155,MonitorMixin#mon_synchronize,10
114,call,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,187,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,11
115,return,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,194,/Users/yhirano/.rbenv/versions/2.6.3/lib/ruby/2.6.0/monitor.rb,228,MonitorMixin#mon_enter,11
